y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
-6.069,0.623,1.717,2.278,3.981,10.742,14.399,14.476,4.286,4.883,12.756,10.165,-0.288,10.038,5.382,13.17,8.504,10.012,12.715,12.668,3.289,C,E
6.522,0.577,1.201,3.26,3.379,12.148,4.552,19.409,-1.523,14.346,-0.454,10.405,9.928,0.696,15.581,-0.817,-0.891,12.682,5.184,6.835,6.523,C,F
7.09,0.382,2.316,3.092,3.587,14.115,6.594,9.45,2.046,14.889,6.162,8.254,12.598,-0.316,2.474,8.84,16.63,6.724,15.17,8.109,17.34,B,D
16.744,0.564,1.438,2.783,3.919,-0.143,1.711,15.916,8.583,4.538,7.002,5.216,0.377,12.976,11.808,11.775,17.152,10.01,13.989,13.994,-0.804,B,D
14.043,-1.01,1.509,1.931,3.499,2.331,-0.046,6.276,4.284,16.637,9.035,10.07,4.169,6.338,13.294,-0.481,7.469,1.361,12.674,17.07,2.876,C,D
5.317,0.754,2.425,3.785,5.747,2.343,9.013,19.171,10.613,6.587,5.151,14.723,16.049,17.848,6.615,16.567,5.042,11.908,3.296,5.802,7.083,C,F
-4.94,2.056,2.818,4.329,4.019,14.867,17.847,15.383,15.866,12.463,1.726,3.577,5.357,4.796,-1.474,15.054,10.695,3.02,9.785,5.935,10.514,A,F
13.582,2.05,4.059,4.399,5.791,11.482,1.895,0.208,12.936,12.838,17.776,0.845,4.925,10.142,14.63,5.026,-4.503,17.897,7.194,7.329,16.242,C,E
-3.0,-0.636,1.379,1.334,2.726,6.244,8.175,-0.526,15.73,5.999,0.259,14.322,8.419,15.691,15.69,6.671,5.87,12.744,4.266,3.376,10.461,A,E
6.691,0.855,2.919,4.256,4.793,2.664,9.354,12.303,14.725,13.095,2.251,16.497,10.965,11.027,2.541,14.807,13.33,12.865,10.881,5.174,1.073,A,E
8.342,2.016,2.065,4.068,4.427,3.012,13.096,11.342,9.891,5.776,9.121,-0.8,17.295,-0.514,1.811,9.138,14.798,8.761,10.04,9.883,5.818,B,D
-1.925,1.844,1.457,3.497,4.391,11.505,15.604,4.279,15.417,11.967,11.123,0.582,-1.864,4.177,12.547,4.118,20.079,13.653,2.802,5.426,5.188,B,E
-0.11,0.112,1.954,3.159,3.748,10.043,9.184,2.11,15.894,2.842,9.832,13.793,11.311,4.925,10.642,18.7,12.717,7.164,13.566,18.16,10.73,A,E
3.836,2.759,2.076,4.073,5.853,9.115,8.866,4.077,8.994,-0.918,17.357,-0.208,10.267,2.988,3.207,11.884,4.876,8.456,-2.047,5.587,8.384,C,E
7.714,0.882,0.987,3.236,3.36,11.753,4.603,16.642,1.8,3.058,19.244,7.032,10.799,5.995,9.058,2.126,10.585,9.462,2.057,11.17,7.002,C,E
-5.091,0.388,1.62,2.272,3.53,9.581,10.282,10.061,17.464,14.704,-0.116,6.981,11.066,18.047,4.946,9.254,11.537,-4.826,19.299,7.558,17.559,B,E
1.368,0.95,2.855,3.68,4.272,10.964,18.051,7.556,-0.755,6.332,10.129,6.338,3.57,9.998,12.965,8.478,3.86,15.959,9.475,7.203,4.759,A,D
8.733,-1.627,0.295,1.563,3.068,13.34,5.37,13.815,-0.168,6.445,3.21,16.683,3.936,4.302,14.05,2.001,1.751,8.984,3.374,10.729,8.027,C,D
7.715,-0.3,0.648,2.574,4.275,8.204,2.11,8.643,-2.983,21.73,12.161,5.91,7.987,2.556,4.581,9.393,18.354,6.804,8.734,11.238,13.095,A,F
4.707,-0.129,1.561,2.919,3.476,3.824,12.663,14.482,7.428,2.766,6.474,13.481,3.846,21.281,5.788,14.64,16.482,6.218,10.326,14.731,-3.168,A,D
4.868,1.707,1.233,2.68,3.614,-3.471,2.123,5.322,5.349,10.025,7.699,9.565,7.326,1.107,14.205,0.914,7.83,4.862,15.86,17.373,17.272,C,E
4.207,2.01,2.456,3.058,4.778,1.15,7.689,14.429,3.764,-1.199,2.561,5.727,8.666,19.149,12.157,20.934,7.967,14.41,9.572,7.957,11.017,B,F
-11.686,-1.291,0.13,1.923,2.524,12.122,17.014,13.996,13.097,15.67,0.086,1.976,7.903,8.367,5.121,9.663,10.487,4.872,11.646,-0.729,10.16,A,E
10.511,0.705,2.574,3.646,4.213,11.096,2.177,5.119,14.435,10.683,10.015,-1.557,7.335,15.172,19.947,1.325,1.659,11.466,6.599,4.023,9.248,C,E
-0.535,0.793,1.911,2.023,3.637,13.013,11.551,6.111,10.864,8.239,-0.195,10.448,6.594,12.719,18.174,5.637,9.621,12.711,3.305,0.302,13.6,B,D
4.888,2.88,3.836,4.573,5.498,-1.242,9.739,7.327,7.992,10.494,5.753,12.506,10.896,6.268,6.187,12.997,14.6,2.69,8.086,2.128,-0.635,C,E
-2.587,0.017,0.984,2.442,4.205,10.825,12.755,9.575,5.03,3.783,8.705,2.651,18.466,5.941,3.099,5.957,6.901,9.053,9.445,13.202,4.186,B,F
-4.666,0.563,2.615,3.699,3.535,4.058,14.386,0.212,9.465,12.378,11.911,-0.386,-0.434,2.798,15.224,1.711,12.462,7.795,-0.315,7.073,4.155,C,F
4.389,2.191,2.897,4.306,5.033,6.851,7.74,8.302,11.24,2.922,5.478,12.171,7.346,-1.255,8.778,15.998,4.549,4.717,16.104,14.776,4.114,B,E
-0.917,0.3,0.888,2.086,4.081,13.324,8.288,7.968,6.252,-0.363,8.262,5.07,17.535,7.804,3.451,14.396,1.205,-2.219,2.699,4.621,9.146,B,F
7.063,0.689,1.198,2.209,2.153,13.723,0.789,6.041,5.114,2.156,14.938,6.249,4.815,7.399,5.393,6.937,9.085,8.275,0.276,11.138,5.448,B,F
-1.139,0.369,1.028,3.445,3.454,12.055,10.497,9.655,13.357,17.476,9.255,0.832,12.916,13.884,10.695,10.67,10.092,-5.424,17.67,4.738,13.095,B,E
-10.608,0.267,0.752,2.229,1.759,13.896,16.425,11.625,2.19,7.787,8.704,6.132,3.753,13.312,8.406,9.807,2.129,7.49,9.118,8.8,6.303,C,F
26.149,3.643,3.168,4.807,5.692,14.948,2.955,11.714,3.108,8.389,4.14,16.369,7.13,12.454,10.198,-2.099,0.097,11.579,9.245,8.803,3.124,C,D
6.243,1.173,1.54,3.864,4.417,7.715,3.547,9.753,8.944,19.003,9.622,9.073,8.949,3.742,3.593,5.13,13.591,10.872,14.489,11.94,17.726,A,F
1.055,-0.731,1.086,1.24,3.079,-0.061,6.621,15.895,10.167,-2.093,8.131,12.79,5.92,14.889,12.878,10.636,17.193,12.986,10.281,18.343,5.636,C,F
13.651,1.912,3.667,3.286,4.871,-0.112,-1.262,3.214,4.464,15.134,6.722,14.838,4.82,1.967,14.399,2.651,0.718,2.36,9.52,22.554,5.514,A,E
10.433,0.169,0.76,1.902,3.691,2.942,1.637,13.299,4.916,7.544,-0.251,-0.526,11.881,13.307,4.167,15.644,6.539,8.827,7.326,9.287,9.021,A,F
-1.261,1.863,1.851,3.341,5.145,18.55,13.383,14.314,21.085,16.032,1.434,10.828,10.276,7.057,3.954,14.272,6.048,4.939,6.514,3.342,12.013,C,F
9.072,0.601,2.287,3.615,4.22,17.771,-0.92,3.957,11.998,11.775,18.337,7.472,4.942,12.914,14.243,3.005,-2.86,15.661,8.995,6.154,9.086,A,F
4.663,-0.017,1.025,2.117,3.259,11.115,8.918,-2.361,7.201,6.78,4.58,8.658,5.908,10.535,11.884,7.883,11.668,13.797,4.754,1.095,11.377,C,D
1.162,-1.076,0.533,1.552,1.618,-4.196,6.016,3.268,11.832,10.608,5.013,19.026,14.043,11.946,1.749,12.641,10.693,0.738,13.749,0.057,1.068,A,D
-1.151,1.989,2.78,3.224,4.858,11.627,13.541,2.179,5.83,7.207,10.49,5.254,16.861,5.627,6.801,2.921,9.569,13.148,2.477,13.845,2.621,A,F
4.158,0.888,2.381,2.812,3.323,6.935,13.051,5.452,14.438,11.292,13.293,0.549,1.046,4.456,16.863,5.593,11.581,11.276,4.567,4.756,2.785,A,D
5.745,0.091,1.409,2.048,3.751,12.994,7.606,2.009,7.546,6.623,2.599,7.847,13.185,3.862,7.224,16.314,15.847,6.268,19.477,11.663,4.275,B,D
-3.983,-0.369,-0.336,1.4,3.36,8.533,9.614,10.181,8.368,-1.23,15.239,3.664,8.783,13.533,0.411,12.006,8.921,1.911,-4.698,-0.133,4.895,B,E
5.761,1.019,0.468,2.414,2.437,11.475,0.618,15.961,5.129,1.485,18.02,10.753,6.546,1.337,9.072,4.857,12.782,7.416,7.422,15.868,13.619,A,F
-6.677,0.231,2.09,2.407,4.27,8.667,14.547,7.213,14.088,18.498,13.175,4.484,9.646,17.233,7.154,12.511,12.167,-4.256,14.154,6.16,19.779,B,E
2.476,-0.242,1.005,1.748,3.961,13.154,13.204,12.089,7.855,4.11,14.498,6.672,5.734,14.531,15.637,7.035,7.377,10.825,11.467,11.401,3.776,C,D
2.987,-0.484,0.19,1.179,2.886,14.66,1.672,17.914,-1.799,10.32,5.082,15.369,8.09,3.119,14.963,-0.58,4.159,12.5,1.683,8.474,9.947,A,F
5.367,2.261,2.995,4.248,4.62,5.807,7.099,13.871,1.285,14.228,6.385,12.036,10.002,5.13,1.298,3.191,8.433,7.87,12.481,9.763,14.552,B,F
-1.95,2.017,2.907,3.084,3.848,1.102,10.263,10.366,10.044,-3.755,3.709,13.461,-1.877,13.338,11.184,7.58,11.607,13.325,8.872,13.783,8.208,B,F
14.83,1.489,2.833,4.139,4.529,3.182,-3.043,5.632,4.323,16.059,9.129,14.557,3.361,1.047,9.628,-1.401,1.071,2.341,20.16,20.657,7.875,C,E
6.082,1.827,1.676,2.94,4.886,2.501,5.954,12.93,4.078,10.276,7.082,6.268,11.683,9.248,6.031,11.515,8.278,15.435,1.133,9.862,9.777,C,E
3.916,-1.339,0.032,2.379,3.03,11.151,11.311,7.529,13.248,11.75,4.998,3.588,4.776,9.732,5.129,11.985,8.607,-1.524,6.61,1.724,15.349,C,D
10.004,1.014,2.712,2.075,4.645,15.619,-0.558,-2.024,11.327,13.671,10.297,8.155,5.42,4.485,18.515,2.39,7.025,10.368,6.51,9.159,9.574,C,E
-2.52,-0.755,-0.03,2.198,2.785,9.584,10.671,2.206,15.63,10.013,4.028,10.492,7.945,12.071,13.967,2.544,2.684,15.106,7.22,5.354,8.592,B,E
7.339,1.66,3.712,3.955,5.845,0.495,7.531,9.152,11.672,8.936,8.333,16.529,12.497,10.435,-0.148,17.844,7.04,12.583,11.001,2.2,-0.891,A,E
-4.198,0.617,2.19,2.523,4.402,4.951,13.813,0.662,5.18,5.532,9.492,1.154,11.864,2.916,5.217,8.572,9.987,9.831,11.11,11.521,10.261,B,E
2.488,1.474,3.278,3.058,3.561,3.843,13.258,-3.559,14.622,7.527,9.001,5.843,7.045,4.766,9.119,-2.706,14.435,12.049,-1.569,-2.649,2.373,A,D
1.169,1.372,2.517,2.451,2.169,8.024,4.843,7.163,13.139,6.889,0.3,15.391,14.068,-4.207,7.69,21.223,2.385,10.553,15.421,18.442,13.438,C,E
0.015,-0.214,1.008,1.732,3.291,5.384,8.413,4.772,14.677,3.263,13.32,8.645,14.483,6.945,4.922,15.257,3.689,4.289,2.833,0.072,2.801,A,F
16.391,0.78,1.164,4.087,2.959,11.144,0.2,14.409,2.904,5.438,17.02,5.976,3.55,4.16,8.538,5.11,6.591,8.28,-1.123,9.899,8.191,A,D
3.173,1.25,1.578,3.567,4.712,10.582,9.856,1.422,16.267,18.491,10.316,7.061,15.308,15.555,5.582,13.006,11.931,5.826,20.694,5.429,19.492,A,E
8.851,1.883,3.326,3.226,5.142,13.91,10.981,10.371,-1.851,5.145,12.496,11.668,4.516,9.8,6.306,10.122,13.16,5.51,11.28,8.18,1.426,A,D
25.331,2.912,5.174,4.55,5.909,18.684,3.276,14.311,5.255,11.018,1.387,14.605,9.799,10.136,18.105,0.422,4.996,9.966,5.194,12.037,9.476,B,D
2.21,0.01,1.701,2.45,4.154,6.185,4.161,11.134,-2.635,19.053,9.09,10.926,11.249,7.71,-1.118,2.096,9.68,6.567,11.896,7.918,13.952,A,F
10.236,2.188,3.42,4.17,6.264,1.748,5.737,11.301,8.855,3.701,3.897,4.638,4.282,15.737,6.193,6.097,14.731,10.538,1.517,13.015,4.521,B,F
9.43,1.263,2.699,2.946,4.417,3.98,2.425,4.406,7.318,11.735,7.387,14.35,0.322,5.772,7.326,8.414,2.314,-1.34,8.652,9.876,4.838,A,E
8.201,1.018,2.613,3.085,4.434,4.418,3.943,15.078,8.217,0.997,3.014,9.109,8.789,18.484,7.113,17.097,10.473,17.792,5.328,7.601,13.568,B,E
-10.718,1.73,2.111,2.512,3.641,15.713,17.958,16.66,8.786,10.584,2.184,5.919,9.677,5.756,6.708,10.883,6.304,-0.914,8.038,2.271,13.269,A,F
24.141,0.539,2.698,2.856,4.317,16.795,-1.735,0.953,12.644,7.312,22.729,10.045,4.497,7.6,13.513,4.835,-1.456,14.589,4.322,7.318,15.355,B,D
-1.463,0.35,1.473,2.872,3.296,8.533,11.474,4.491,6.371,1.778,0.225,11.704,5.561,15.346,14.481,5.204,5.094,15.587,3.608,6.76,11.378,C,E
-2.1,1.552,3.051,4.176,4.296,-0.322,14.789,8.912,12.481,9.606,7.837,13.59,11.365,7.018,0.301,8.708,17.661,4.904,10.444,-3.982,-0.996,B,E
-2.271,0.919,1.957,3.487,3.771,5.277,14.411,6.435,6.543,3.358,12.714,1.011,11.903,-2.214,10.134,7.387,15.575,9.858,8.745,12.897,0.209,B,F
7.165,0.589,2.443,1.667,4.613,2.519,9.189,9.433,15.982,7.855,15.036,0.126,3.381,5.616,12.01,2.281,18.611,15.597,4.539,3.404,3.766,B,D
8.596,1.568,3.238,3.194,4.532,13.977,11.916,3.697,6.312,2.083,1.558,12.58,13.764,-0.11,3.741,16.496,10.673,5.267,11.453,18.045,3.471,B,D
-0.181,0.211,0.952,2.708,2.627,12.997,8.441,7.281,7.066,-1.643,16.234,1.861,13.3,11.365,5.987,11.965,1.373,6.599,3.996,7.134,5.848,C,F
3.221,1.02,2.528,2.401,3.288,17.079,3.415,11.329,1.013,3.356,16.611,12.454,5.172,5.07,8.933,-2.094,13.975,-2.436,2.236,12.189,12.29,A,F
5.812,0.617,1.485,3.798,4.754,5.436,7.499,5.889,18.533,18.405,18.962,9.094,9.058,18.385,6.882,14.769,13.687,1.445,14.5,5.884,17.368,A,F
-4.323,2.593,2.706,3.802,5.137,10.656,14.612,5.212,7.902,2.767,7.705,17.769,1.726,12.457,13.648,6.706,5.625,9.658,12.319,10.94,10.208,B,E
7.408,2.551,3.855,3.609,5.052,12.365,4.714,16.533,4.568,11.498,4.156,17.828,7.003,6.939,15.617,4.125,2.462,10.134,0.196,14.085,12.397,A,F
-1.715,0.145,1.142,2.436,3.644,5.541,8.001,8.766,5.259,13.714,9.239,3.676,3.637,8.718,3.401,9.765,22.931,9.286,13.436,6.309,15.367,B,E
4.116,0.244,1.172,1.893,2.645,7.142,0.555,14.79,8.494,-5.251,7.136,13.295,9.144,13.033,12.55,7.454,14.505,14.902,1.741,10.579,4.0,A,F
11.719,0.518,1.016,3.008,2.844,6.642,-2.126,2.753,6.588,11.445,5.434,9.674,1.224,2.642,10.082,-2.639,8.744,-3.244,16.837,19.481,1.417,C,F
19.608,0.713,1.99,2.927,3.82,-0.789,-1.43,12.768,9.828,5.653,1.646,9.178,10.818,10.607,3.536,14.664,6.82,18.634,4.098,6.064,8.799,B,D
-9.147,-0.212,1.128,1.229,3.004,20.944,20.78,16.802,15.574,12.236,7.212,7.101,12.854,10.289,14.435,9.452,9.297,6.227,15.321,4.332,14.969,B,D
9.925,0.684,2.543,3.701,5.156,19.117,2.783,-2.247,11.39,11.323,13.1,4.849,4.595,15.946,20.878,3.997,-1.223,15.467,7.032,9.262,14.677,A,E
-7.103,0.48,0.288,0.992,3.45,10.421,13.785,4.702,11.8,4.862,1.83,13.61,4.782,14.414,10.745,12.194,7.438,13.214,3.357,1.339,11.358,B,E
4.663,1.653,1.915,2.493,4.853,2.315,12.782,9.384,12.064,15.484,6.388,14.487,15.923,8.686,4.326,8.255,10.994,5.357,4.964,2.805,-3.007,B,D
9.276,0.323,1.949,3.842,3.664,10.359,10.221,7.509,5.463,12.643,14.825,0.933,16.158,-1.373,7.297,7.437,9.887,18.093,12.803,7.872,6.053,B,D
1.739,1.178,1.815,3.098,4.291,4.531,8.656,1.123,14.892,7.619,13.716,-1.26,-0.975,4.107,16.513,5.817,14.607,9.518,5.302,5.144,1.468,A,F
5.88,0.282,1.614,2.496,3.992,15.174,8.977,6.806,9.081,3.338,1.363,12.462,6.676,2.082,9.288,14.968,11.368,7.734,18.413,18.151,11.972,C,D
2.783,-0.572,1.241,2.803,4.128,7.48,5.17,13.232,3.098,3.943,16.335,7.498,14.554,9.174,4.219,6.443,2.659,6.068,-4.152,1.154,4.153,C,E
-2.43,-0.266,1.124,2.346,2.668,13.728,6.803,13.612,-0.7,3.128,14.937,11.911,-0.303,6.012,15.359,0.941,16.056,-0.923,0.224,9.929,7.928,B,F
9.022,1.851,1.421,3.281,5.439,8.692,13.28,6.091,18.697,15.526,12.222,1.925,17.863,12.39,7.694,9.551,14.415,1.646,19.919,10.15,14.625,A,D
-1.5,-1.129,1.242,2.694,3.222,15.446,10.688,9.09,-3.173,5.921,13.884,12.874,3.577,9.909,7.257,14.021,12.983,10.689,9.16,6.535,4.659,B,F
6.162,2.522,3.248,5.39,5.562,15.052,8.98,18.52,5.649,10.083,-1.396,16.894,6.647,4.777,16.3,2.381,3.785,12.876,3.457,8.36,13.508,C,E
11.702,0.442,3.012,2.126,3.881,13.648,4.004,10.845,7.147,17.974,14.548,5.355,4.796,3.812,2.091,8.714,13.139,11.534,8.974,6.505,14.363,B,D
3.584,0.893,2.191,1.998,4.517,4.121,6.06,11.449,9.655,6.911,10.185,10.524,-1.191,11.232,10.955,7.164,16.997,10.546,3.639,12.805,7.03,B,F
17.9,2.957,3.908,4.774,5.58,-0.718,6.176,6.837,9.023,17.464,8.113,6.286,10.226,7.706,17.092,3.172,3.52,1.218,9.967,13.3,8.932,A,D
3.096,2.173,3.076,3.381,4.599,4.744,7.771,14.792,10.298,2.067,5.537,2.78,13.533,15.601,5.946,19.362,5.722,4.973,7.198,9.598,11.134,B,F
2.297,3.013,4.346,4.141,4.733,13.244,12.768,21.065,14.506,17.311,-0.372,4.376,13.381,7.343,6.984,12.955,5.784,-1.428,15.337,5.001,19.151,C,F
16.893,1.086,-0.172,3.018,3.491,13.72,2.276,2.642,14.627,11.583,17.928,4.313,6.766,8.743,14.818,3.896,3.271,17.583,5.292,3.299,14.922,C,D
-5.826,-0.472,0.048,1.757,2.743,5.122,13.165,0.562,9.42,8.564,1.689,10.48,5.555,14.829,17.48,3.61,10.097,21.036,5.902,1.272,14.603,A,F
8.731,1.771,3.054,4.099,5.011,-1.956,5.926,7.42,7.294,6.601,4.149,15.812,11.277,8.863,-1.777,16.731,8.258,6.21,9.025,-0.691,-2.412,A,E
-3.895,2.721,5.065,5.523,6.126,9.73,22.26,7.936,2.456,3.767,11.396,3.715,14.157,-1.766,0.984,8.116,2.616,12.517,13.339,19.823,6.924,B,F
-8.374,-0.184,1.724,1.866,2.863,8.001,12.387,1.112,16.306,11.789,12.43,-0.532,-1.079,5.769,12.069,-1.105,14.033,8.873,5.022,4.193,5.897,A,E
7.518,2.651,2.006,4.903,4.368,13.664,7.448,7.637,9.251,6.908,0.825,7.868,13.004,-0.169,7.723,17.026,7.726,13.872,13.303,14.558,3.944,A,E
-2.941,0.74,2.157,2.287,2.652,15.202,12.353,11.955,6.817,6.392,15.311,3.76,16.046,8.269,4.339,10.746,6.736,2.513,-1.334,3.168,9.968,A,E
7.472,-0.3,1.697,1.383,2.572,5.483,-1.245,10.089,6.55,-0.253,13.557,13.786,7.958,8.876,12.242,3.564,11.663,3.09,1.597,13.588,5.114,C,F
-4.895,1.28,0.608,0.868,2.819,1.645,12.661,6.733,15.593,16.49,11.55,2.21,10.681,20.05,8.734,11.675,11.806,3.188,16.127,7.678,12.069,A,F
3.796,0.791,1.239,1.811,3.962,14.984,12.343,14.91,-1.012,7.085,9.732,15.513,-0.357,17.713,12.626,9.602,7.229,6.826,6.684,12.289,9.891,A,D
-1.421,1.766,2.066,2.749,4.107,13.332,11.767,10.871,2.143,11.049,-4.09,16.075,2.232,8.586,14.445,4.764,3.826,12.014,3.692,6.374,11.001,C,E
5.821,0.329,1.181,2.632,3.852,15.202,2.373,8.577,2.936,17.435,8.632,10.542,10.95,0.962,0.914,2.198,15.242,3.189,16.995,9.772,13.426,C,F
1.833,0.579,1.577,2.303,2.599,4.611,5.429,11.431,5.05,1.398,2.316,12.054,0.499,16.06,4.993,8.855,15.807,10.514,8.429,11.302,4.252,A,E
11.84,1.674,2.806,2.8,4.383,1.466,-1.393,2.964,9.72,12.769,13.287,13.539,5.465,5.842,4.853,5.167,10.802,6.936,17.561,21.148,8.457,C,F
-2.075,-0.01,1.28,1.006,3.004,6.042,6.944,15.585,10.747,5.64,7.354,8.152,11.455,11.912,3.622,11.194,4.88,16.888,3.266,7.867,8.235,B,E
-13.918,-0.336,0.682,1.624,2.043,13.239,19.763,19.39,15.064,13.076,5.496,9.547,5.676,11.804,3.209,18.347,11.666,3.307,8.941,8.544,12.998,A,E
4.09,-0.366,0.995,1.557,1.802,16.402,0.223,-1.05,7.754,9.164,14.999,-0.994,3.137,11.902,14.919,-0.274,-5.37,18.018,8.436,5.495,14.54,C,E
2.176,1.079,1.951,3.269,3.839,7.548,16.197,9.28,14.71,6.999,6.182,6.351,8.625,15.575,14.606,11.55,8.95,16.243,6.437,-0.878,15.207,C,D
1.391,-0.519,1.4,2.339,2.794,3.106,10.494,7.394,13.676,8.346,3.681,12.132,8.71,7.331,-1.586,11.234,14.56,7.326,13.975,-5.027,2.029,B,D
-5.895,-1.253,-1.059,0.169,2.406,8.657,9.086,8.79,-0.973,6.664,9.208,3.988,15.546,-1.324,6.623,4.846,11.042,10.749,4.966,7.846,8.921,C,E
-2.312,3.065,3.271,3.601,5.102,9.133,14.005,1.598,15.232,4.952,14.09,-3.88,7.021,0.471,14.024,3.313,15.097,14.416,-0.847,1.946,-2.492,C,F
-1.569,-0.256,1.988,1.492,3.527,4.823,7.422,1.528,3.236,5.778,4.76,14.339,10.267,2.132,9.718,18.474,5.852,5.554,15.464,13.514,12.643,A,F
3.192,1.535,2.899,3.29,4.054,10.532,8.877,11.429,9.573,-1.894,12.719,2.916,14.093,15.114,2.712,15.158,3.712,2.902,-0.277,3.051,5.505,B,F
3.015,1.59,3.224,3.737,3.991,8.962,8.935,13.469,5.033,0.461,16.661,8.816,7.963,0.258,8.863,5.273,7.041,5.904,3.746,16.884,4.046,B,F
-6.664,-0.107,1.498,1.065,2.699,3.551,11.221,5.338,15.341,15.189,8.197,3.057,11.757,14.526,3.406,13.638,12.064,-0.268,19.114,6.735,16.396,C,F
1.102,1.783,1.975,4.191,3.885,14.691,13.874,17.794,1.27,7.926,1.579,11.55,3.963,13.974,8.749,11.295,6.185,10.438,10.406,9.356,8.671,A,E
1.293,0.198,1.512,2.025,3.597,16.951,12.75,11.908,1.753,11.692,1.052,16.036,6.536,5.648,13.245,-3.226,5.114,15.244,3.274,8.496,7.372,B,D
11.0,0.228,2.841,2.221,2.47,12.157,-1.023,7.198,3.819,10.55,9.503,7.914,10.538,1.652,-0.211,4.946,15.341,11.246,14.716,10.963,15.668,B,D
6.706,-0.847,1.37,2.075,2.805,3.441,0.422,11.808,15.835,-0.685,7.761,10.533,3.448,16.198,13.013,9.717,20.16,8.465,10.292,11.611,3.71,B,E
9.694,3.011,2.343,3.835,3.68,-2.225,1.329,2.256,0.495,16.544,9.884,14.911,6.667,2.352,8.163,2.837,4.289,2.87,14.546,21.55,8.998,A,E
15.995,0.489,1.826,3.496,5.97,2.904,8.847,13.271,9.626,2.327,7.301,2.803,7.363,16.387,4.557,13.456,9.4,12.812,5.761,6.095,13.112,C,D
-10.048,1.983,1.955,3.327,6.036,15.131,20.071,11.989,17.404,9.143,4.123,5.069,9.123,8.742,2.575,10.598,6.568,5.432,5.257,8.0,15.256,C,E
16.666,0.816,3.322,3.451,5.44,18.938,7.124,2.886,10.613,9.527,19.23,5.308,9.878,10.465,20.07,4.199,2.926,17.508,1.46,1.372,10.768,A,D
-6.333,0.14,2.689,2.852,2.808,3.853,15.482,-0.749,13.992,10.018,1.588,13.728,10.231,10.71,9.468,6.645,9.39,13.582,0.615,7.139,7.083,B,E
5.064,0.122,1.863,3.202,3.807,-0.439,5.673,8.705,13.878,16.184,1.083,12.749,13.852,6.382,-0.214,9.772,8.497,3.818,14.911,-0.639,2.455,A,E
-5.895,0.977,1.783,3.596,4.84,7.175,17.309,6.168,6.247,6.795,12.952,7.131,18.318,1.642,4.875,10.368,10.572,10.004,9.314,15.662,-0.851,C,F
7.862,0.338,0.522,2.109,3.538,3.62,9.577,7.017,22.365,6.744,8.369,-1.709,-1.592,5.886,6.576,-3.195,12.413,9.25,1.246,2.104,3.343,A,D
10.727,3.092,2.724,4.107,5.173,10.221,11.469,9.074,3.484,10.092,6.866,11.069,18.466,-2.315,-1.317,15.358,10.648,8.479,13.181,7.766,6.762,A,D
4.752,-0.292,-0.67,-0.071,2.604,7.558,5.328,1.891,3.882,1.69,9.656,2.864,13.748,18.203,3.966,7.634,-3.337,7.395,5.059,0.822,5.031,B,D
7.991,2.175,3.926,3.395,6.657,15.176,4.382,14.236,3.95,9.922,16.766,6.77,0.476,7.226,6.635,9.27,14.009,5.957,3.945,13.356,2.664,C,E
9.508,2.47,3.882,4.419,6.124,5.684,6.773,8.739,16.566,12.677,13.33,2.502,8.747,19.78,1.289,17.054,20.27,0.825,18.92,5.427,14.416,B,E
-8.506,-0.069,1.343,1.898,3.815,14.747,17.516,11.155,8.522,5.112,3.679,9.342,-7.079,14.603,10.719,7.491,3.844,13.127,3.749,10.337,6.81,B,F
7.367,2.58,2.651,3.418,3.941,11.321,4.735,21.216,3.533,12.41,7.387,10.949,6.342,0.961,14.279,3.734,8.589,15.046,5.773,5.618,16.942,C,F
0.407,1.494,1.888,3.128,4.117,6.709,10.834,14.303,7.826,17.734,7.956,8.316,12.557,7.911,-0.38,5.058,14.525,10.462,17.713,6.335,11.365,B,F
0.565,0.724,1.652,2.898,4.952,-3.029,9.097,13.065,12.148,1.917,6.594,7.186,12.34,14.726,17.605,13.474,12.696,8.159,7.193,10.616,-2.019,C,E
4.844,0.905,1.555,2.356,4.007,2.577,3.285,0.397,10.688,12.039,9.269,13.134,0.845,-1.715,13.868,0.809,3.823,2.2,10.643,17.956,7.665,B,E
5.547,1.748,3.333,3.906,4.669,3.92,8.972,16.719,9.131,11.786,4.355,7.856,12.903,17.675,5.283,13.242,9.061,10.591,8.987,14.865,8.085,C,F
-8.215,0.359,1.995,2.326,3.814,17.724,13.888,16.481,15.206,15.522,-4.788,3.405,5.146,5.967,8.902,9.336,10.386,5.89,8.719,2.592,14.68,B,F
13.365,0.783,1.987,2.736,3.426,22.642,-3.533,0.36,9.731,15.971,14.973,5.59,7.389,12.127,14.74,4.43,0.945,16.187,7.887,8.565,15.112,A,E
-7.636,0.965,0.919,1.693,4.289,3.629,13.923,4.427,12.666,4.382,7.959,17.995,7.432,11.389,12.586,7.207,9.029,9.581,5.96,4.89,4.541,B,F
-5.339,-0.496,1.788,2.581,3.327,7.129,12.606,11.033,12.172,13.665,5.154,21.216,13.467,11.968,-0.875,14.385,17.966,9.008,8.123,1.735,0.554,A,F
-5.165,0.287,1.398,3.296,3.49,10.174,16.138,7.54,5.151,5.971,15.007,1.363,18.209,-1.963,8.293,8.097,7.549,15.836,7.879,14.005,7.35,A,E
