"ID","Desc","Water","Calories","Protein","Fat","Carbs","Fiber","Sugar","Calcium","Potassium","Sodium","VitaminC","Chol","Portion"
22899,"RAVIOLI,CHEESE-FILLED,CND",80.91,77,2.48,1.45,13.64,1.3,3.72,33,232,306,0,3,"1 cup"
21463,"YOGURT PARFAIT,LOWFAT,W/ FRUIT & GRANOLA",78.98,84,3.36,1.01,15.86,1.1,11.68,105,189,49,14.3,3,"1 item"
3062,"BABYFOOD,DINNER,VEG&HAM,JR",87,60,2.02,1.89,8.64,1,0.99,14,97,45,1.1,3,"1 cup"
6024,"SOUP,CHICK & VEG,CND,RTS",91.68,33,1.97,0.73,4.68,0.9,1.01,14,133,229,0,3,"1 cup"
6748,"SOUP,PROGRESSO,BF BARLEY,TRADITIONAL,READY TO SERVE",88.7,47,2.71,1,6.69,0.9,1.27,12,110,284,0.3,3,"1 cup"
27043,"SOUP,CLAM CHOWDER,NEW ENGLAND,RED NA,CND,RTS",86.53,70,2.33,4.23,5.68,0.8,0,14,337,194,3.3,3,"1 can"
19102,"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",10.93,387,3.78,6.59,77.75,0.7,73.36,42,119,118,0,3,"1 piece"
6182,"SOUP,CRM OF MUSHROOM,CND,COND,RED NA",87.26,52,1.21,1.69,8.1,0.6,2.13,13,374,383,0,3,"1 cup"
1286,"YOGURT,GREEK,VANILLA,NONFAT",80.26,78,8.64,0.18,10.37,0.5,9.54,99,123,34,0,3,"1 container,  (5.3 oz)"
6116,"GRAVY,BF,CND,RTS",87.48,53,3.75,2.36,4.81,0.4,0.21,6,81,560,0,3,"1 cup"
42120,"BABYFOOD,MXD FRUIT JUC W/LOFAT YOGURT",81.5,76,2.4,0.8,14.68,0.4,10.8,81,137,36,33.9,3,"1 fl oz"
42119,"BABYFOOD,BANANA JUC W/LOFAT YOGURT",78.5,89,2.5,0.8,17.54,0.4,13.28,79,160,37,33.9,3,"1 fl oz"
6977,"GRAVY,MEAT OR POULTRY,LO NA,PREP",87.5,53,3.8,2.4,6.16,0.3,0.01,6,81,18,0,3,"1 cup"
6423,"SOUP,CHICK W/ RICE,CND,PREP W/ EQ VOLUME H2O",93.87,24,1.45,0.78,2.92,0.3,0.08,9,41,238,0.1,3,"1 serving, 1 cup"
6430,"SOUP,CLAM CHOWDER,NEW ENGLAND,CND,PREP W/ EQ VOLUME H2O",90.89,35,1.55,1.01,5.05,0.3,0.19,9,108,254,2,3,"1 serving, 1 cup"
25043,"SNACKS,CANDY BITS,YOGURT COVERED W/ VIT C",3.73,415,0,7.5,86.9,0.2,65,500,338,75,180,3,"1 package"
15162,"CLAM,MXD SP,CND,LIQ",97.7,2,0.4,0.02,0.1,0,0,13,149,215,1,3,"3 oz"
6172,"SOUP,STOCK,CHICK,HOME-PREPARED",92.15,36,2.52,1.2,3.53,0,1.58,3,105,143,0.2,3,"1 cup"
43396,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT,W/VEG",83.5,67,10.9,1,3,0,3,56,86,403,4,3,"4 oz"
1295,"YOGURT,VANILLA,NON-FAT",79,78,2.94,0,17.04,0,5.88,118,141,47,0,3,"1 cup,  (8 fl oz)"
3951,"INF FORMU,ABBO NUTR,SIMILAC,ADVAN,W/ IRON,LIQ CONC,NOT RECON",76.16,127,2.64,6.89,13.52,0,13.52,99,134,31,11.5,3,"1 fl oz"
3851,"INF FORM, AB NUTR, SIMILAC, W/ IRON, LIQ CONC, NOT RECON",76.16,127,2.64,6.89,13.76,0,13.76,99,134,31,11.5,3,"1 fl oz"
3856,"INF FORMULA, ABBOTT NUTR, SIMILAC, LO IRON,LIQ CONC,NOT RECO",76.16,127,2.64,6.89,13.76,0,13.76,99,134,31,11.5,3,"1 fl oz"
1113,"WHEY,ACID,DRIED",3.51,339,11.73,0.54,73.45,0,73.45,2054,2289,968,0.9,3,"1 cup"
19078,"Baking chocolate, unsweetened, squares",1.34,642,14.32,52.31,28.42,16.6,0.91,101,830,24,0,2,"1 oz, square Bakers"
8054,"CEREALS RTE,QUAKER,100% NAT GRANOLA,OATS,WHEAT & HONEY",2.19,421,10.55,11.62,73.65,10.2,20.34,109,483,50,0.2,2,".5 cup,  (1 NLEA serving)"
8627,"CEREALS RTE,QUAKER,NAT GRANOLA APPL CRANBERRY ALMOND",3.21,418,9.21,11.06,74.73,9.9,27.43,98,444,47,3.1,2,".5 cup,  (1 NLEA serving)"
8218,"CEREALS RTE,QUAKER,QUAKER GRANOLA W/ OATS,WHEAT& RAISINS",3.39,412,9.66,10.38,74.67,9.4,24.63,101,501,54,0.5,2,".5 cup,  (1 NLEA serving)"
11382,"POTATOES,MSHD,DEHYD,GRANULES W/MILK,DRY FORM",6.3,357,10.9,1.1,77.7,6.6,3.37,142,1848,82,16,2,"1 cup"
18022,"BREAD,CORNBREAD,DRY MIX,ENR (INCL CORN MUFFIN MIX)",7.8,418,7,12.2,69.5,6.5,20.34,57,113,817,0.1,2,"1 oz"
19444,"SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS",1.66,318,8.44,3.53,65.22,6.4,2.82,128,396,705,5.5,2,"1 oz"
22123,"WORTHINGTON FOODS,MORNINGSTAR FARMS,SPICY BLACK BEAN BURGER",56.5,168,14.6,6.1,19.1,6,1.8,91,385,489,0,2,"1 burger"
6004,"SOUP,BEAN W/ PORK,CND,COND",70.17,129,5.88,4.42,16.97,5.9,3,60,375,672,1.2,2,".5 cup"
25070,"SNACKS,SHRIMP CRACKER",13.6,426,7.14,17.86,59.09,5.6,21.43,20,193,571,0,2,""
16542,"MORNINGSTAR FARMS BRKFST BACON STRIPS,FRZ,UNPREP",41.9,346,12.4,26.6,14.3,5.1,0.8,42,97,1463,0,2,"2 strips"
16535,"WORTHINGTON STRIPPLES,FRZ,UNPREP",41.9,346,12.4,26.6,14.3,5.1,0.8,42,97,1463,0,2,"2 strip"
22118,"WORTHINGTON FOODS,MORNINGSTAR FARMS GARDEN VEGE PATTIES,FRZ",60,176,17.8,5.5,13.7,4.5,1.8,59,210,525,1,2,"1 burger"
28289,"COOKIE,VANILLA W/ CARAMEL,COCNT,& CHOC COATING",5.7,489,3.5,25.8,64.1,4.4,35.8,40,195,182,0.2,2,"2 cookies"
8094,"CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,DRY",6.71,363,8.98,5.46,72.96,4.2,2.76,418,132,1644,0,2,"1 packet,  (1 NLEA serving)"
22122,"MORNINGSTAR FARMS BRKFST SAUSAGE PATTIES,FRZ,UNPREP",54.4,210,25.8,7.9,8.8,4.1,1.7,44,328,671,0,2,"1 patty"
16546,"MORNINGSTAR FARMS BRKFST SAUSAGE LINKS,FRZ,UNPREP",64,159,19.2,6.1,6.8,4,1,26,109,670,0,2,"2 links"
6190,"SOUP,BEAN&HAM,CND,RED NA,PREP W/H2O OR RTS",79.91,81,4.19,1.03,13.66,4,3.17,38,158,187,1.1,2,"1 cup"
19142,"CANDIES,MOUNDS CANDY BAR",9.05,486,4.6,26.6,58.59,3.7,46.19,21,321,145,0.4,2,"1 bar, snack size"
16532,"WORTHINGTON PROSAGE ROLL,FRZ,UNPREP",54.4,261,19.6,17.6,6,3.5,0.2,28,139,667,0,2,"1 slice, , 5/8"
22918,"BURRITO, BEAN AND CHEESE, FROZEN",50.99,221,7.07,6.3,34.01,3.4,3.21,52,210,351,0.3,2,"1 burrito"
18157,"COOKIES,CHOCOLATE WAFERS",4.5,433,6.6,14.2,72.7,3.4,37.43,31,210,580,0,2,"1 oz"
6101,"SOUP,CRM OF VEG,DRY,PDR",2.9,446,8,24.1,52.1,3,17.51,134,408,4957,16.6,2,"1 packet"
19029,"TOPPING,SMUCKER'S MAGIC SHELL",0.25,609,2.94,44.1,50.07,2.9,47.06,0,73,29,0,2,""
16518,"WORTHINGTON SAUCETTES,CND,UNPREP",62.4,219,15,15.2,5.6,2.8,0.2,40,69,532,0,2,"1 link"
16531,"WORTHINGTON PROSAGE LINKS,FRZ,UNPREP",67.5,143,20.2,4.7,5,2.8,0.8,26,114,819,0,2,"2 links"
36021,"APPLEBEE'S,COLESLAW",78.15,120,0.79,7.09,13.17,2.8,9.33,36,156,178,13.7,2,"1 serving"
21142,"FAST FD,BISCUIT",27.88,370,7.08,18.92,42.82,2.5,3.88,70,131,979,0,2,"1 biscuit"
22987,"KASHI PESTO PASTA PRIMAVERA,FRZ,UNPREP",77.9,101,3.8,3.8,13,2.4,1.4,65,143,265,7,2,"1 entree"
6039,"SOUP,MINESTRONE,CND,CHUNKY,RTS",86.72,53,2.13,1.17,8.64,2.4,2.17,25,255,288,2,2,"1 cup"
19000,"SCHIFF,TIGER'S MILK BAR",10.28,422,16.8,14.29,56.46,2.3,36.4,429,294,168,16.8,2,""
1250,"NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ",79.74,88,4.4,3.08,11.88,2.2,2.64,110,176,92,26.4,2,"1 can"
18010,"BISCUITS,PLN OR BTTRMLK,DRY MIX",9.2,428,8,15.4,63.4,2.1,11.65,179,163,1276,0.3,2,"1 cup,  purchased"
21420,"KFC,COLESLAW",73.99,144,0.91,8.64,15.65,2,13.54,28,140,189,14.6,2,"1 package"
18230,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/CHS FILLING",3.9,477,9.3,21.1,61.7,1.9,3.18,257,429,978,0.1,2,".5 oz"
6192,"SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE",82.4,71,3.85,0.92,11.83,1.9,5.06,17,183,166,0,2,"1 cup"
6931,"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS",87.87,50,1.39,1.61,7.43,1.8,4.91,26,320,437,2,2,"1 serving, 1/2 cup"
6976,"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS,LO NA",87.39,51,1.41,1.48,8.06,1.8,5.5,27,319,30,2,2,"1 serving, 1/2 cup"
42192,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,FAT-FREE",68,115,1.52,1.01,25.6,1.8,7.44,51,194,814,0.5,2,"1 tbsp"
18171,"COOKIES,FORTUNE",8,378,4.2,2.7,84,1.6,45.42,12,41,31,0,2,"1 oz"
11657,"POTATOES,MSHD,HOME-PREPARED,WHL MILK ADDED",78.48,83,1.91,0.57,17.57,1.5,1.48,24,296,302,6.2,2,"1 cup"
19871,"FROZEN NOVELTIES,NO SUGAR ADDED,FUDGSICLE POPS",69.93,124,3.67,1.87,23.11,1.5,5.1,231,253,96,0,2,"1 serving"
22965,"CAMPBELL'S,SPAGHETTIOS ORIGINAL,EASY OPEN",81.4,70,2.35,0.47,14.55,1.4,4.23,9,178,225,0,2,"1 can,  (1 serving)"
11383,"POTATOES,MSHD,DEHYD,PREP FROM GRAN W/ MILK,H2O & MARG ADDED",76.01,116,2.13,4.8,16.13,1.3,1.74,35,155,172,6.5,2,"1 cup"
16515,"WORTHINGTON LOFAT VEJA-LINKS,CND,UNPREP",73,123,15.8,4.8,4.3,1.2,0.7,20,71,612,0,2,"1 link"
6028,"SOUP,CLAM CHOWDER,MANHATTAN,CND,COND",84.3,61,1.74,1.76,9.74,1.2,2.7,19,150,698,3.2,2,".5 cup,  (4 fl oz)"
22931,"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS ORIGINAL",81.4,67,2.38,0.4,13.89,1.2,4.37,8,179,238,1,2,"1 cup,  (1 serving)"
22932,"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS A TO Z'S",81.4,67,2.38,0.4,13.89,1.2,4.76,60,179,238,1,2,"1 cup,  (1 serving)"
22938,"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS PLUS CA",81.7,67,2.38,0.4,13.89,1.2,5.16,119,119,238,1,2,"1 cup,  (1 serving)"
3022,"BABYFOOD,GERBER,2ND FOODS,APPL,CARROT & SQUASH,ORGANIC",83.83,64,1.1,0,14.82,1.2,9.09,6,106,20,2732,2,""
18191,"COOKIES,RAISIN,SOFT-TYPE",13.1,401,4.1,13.6,68,1.2,47.56,46,140,418,0.4,2,"1 oz"
6471,"SOUP,VEG BF,CND,PREP W/ EQ VOLUME H2O",91.8,31,2.23,0.76,4.06,0.8,0.45,8,69,349,1,2,"1 cup,  (8 fl oz)"
6417,"SOUP,CHICK GUMBO,CND,PREP W/ EQ VOLUME H2O",93.84,23,1.08,0.59,3.43,0.8,1.02,10,31,391,2,2,"1 cup"
14423,"BEVE,DARY DRK MIX,CHC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE",92.26,29,2.19,0.23,4.51,0.8,2.89,127,197,61,0.5,2,"1 serving"
18139,"CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG",23.3,357,5.4,12.4,57.2,0.8,35.49,130,95,327,0.2,2,"1 piece,  (1/12 of 9"
6985,"GRAVY,HEINZ HOME STYLE,SAVORY BF",89.97,39,1.09,1.13,6.24,0.7,0.52,6,22,587,0,2,"1 serving, 1/4 cup 2 oz"
6592,"CAMPBELL'S SOUP ON THE GO,CREAMY TOMATO SOUP",86,59,0.98,1.64,9.84,0.7,7.21,13,295,213,9.8,2,"1 container"
6461,"SOUP,TOMATO BF W/ NOODLE,CND,PREP W/ EQ VOLUME H2O",86.99,56,1.78,1.71,8.44,0.6,0.73,9,88,367,0,2,"1 cup"
4636,"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE",85.95,47,0.97,0.87,8.75,0.6,8.85,30,102,1129,0.4,2,"1 tbsp"
3870,"CHI FORMU,ABBT NUTR,PEDIASU,RTF,W/ IRON & FIB (FORMER ROSS)",80.47,99,2.8,4.7,11.28,0.5,7.6,92,124,36,9.6,2,"1 fl oz"
6125,"GRAVY,TURKEY,CND,RTS",88.6,51,2.6,2.1,5.1,0.4,0.21,4,109,577,0,2,"1 cup"
6498,"SOUP,TOMATO,DRY,MIX,PREP W/ H2O",89.88,38,0.93,0.61,7.17,0.4,3.9,29,111,356,2,2,"1 cup, 8 fl oz"
6409,"SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O",92.16,34,1.93,1.23,3.58,0.3,1.03,8,40,325,0.2,2,"1 cup,  (8 fl oz)"
6585,"CAMPBELL'S SOUP ON THE GO,VEG W/ MINI RND NOODLES SOUP",91.1,33,0.66,0.16,6.89,0.3,4.59,7,308,213,0.4,2,"1 container"
14036,"BEVERAGES,CYTOSPORT,MUSCLE MILK,RTD",88.8,49,5.87,2.01,2.06,0.2,0.78,69,198,95,27.6,2,"14 fl oz"
43021,"SALAD DRSNG,CAESAR,LO CAL",73.2,110,0.3,4.4,18.6,0.1,16.32,24,29,1148,0,2,"1 tbsp"
19076,"CANDIES, CARAMELS, CHOCOLATE-FLAVOR ROLL",6.69,387,1.59,3.31,87.73,0.1,56.32,36,116,44,0,2,"1 piece"
19064,"CANDIES,TOOTSIE ROLL,CHOCOLATE-FLAVOR ROLL",6.69,387,1.59,3.31,87.73,0.1,56.32,36,116,44,0,2,"1 serving, 6 pieces"
6194,"SOUP,CHICK BROTH,RTS",97.81,6,0.64,0.21,0.44,0,0.43,4,18,371,0,2,"1 cup"
1060,"MILK,FILLED,FLUID,W/LAURIC ACID OIL",87.73,63,3.33,3.4,4.74,0,4.74,128,139,57,0.9,2,"1 cup"
42290,"MILK,FLUID,NONFAT,CA FORT (FAT FREE OR SKIM)",90.8,35,3.4,0.18,4.85,0,4.85,204,166,52,1,2,"1 cup"
1086,"MILK,NONFAT,FLUID,W/ ADDED NONFAT MILK SOL,VIT A & VIT D",90.38,37,3.57,0.25,5.02,0,5.02,129,171,53,1,2,"1 cup"
1085,"MILK,NONFAT,FLUID,W/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",90.84,34,3.37,0.08,4.96,0,5.09,122,156,42,0,2,"1 cup"
1151,"MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",90.84,34,3.37,0.08,4.96,0,5.09,122,156,42,0,2,"1 cup"
1114,"WHEY,SWEET,FLUID",93.12,27,0.85,0.36,5.14,0,5.14,47,161,54,0.1,2,"1 cup"
43214,"BUTTER REPLCMNT,WO/FAT,PDR",5,373,2,1,89,0,5.3,23,2,1200,0,2,"1 cup"
3859,"INF FORMULA,NESTLE,GOOD START SOY,W/ DHA & ARA,RTF",87.5,64,1.6,3.28,7.13,0,5.68,67,74,26,7.7,2,"1 oz"
3949,"INF FORMULA, ABBOTT NUTR, SIMILAC, ADVANCE, W/ IRON, RTF",87.79,66,1.36,3.7,6.77,0,6.9,53,69,16,5.9,2,"1 fl oz"
3850,"INF FORMULA, ABBOTT NUTR, SIMILAC, W/ IRON, RTF",87.79,65,1.36,3.55,6.92,0,6.9,51,69,16,5.9,2,"1 fl oz"
3944,"INF FORM,ABBOT NUT,SIMIL NEOSU,RTF,W/ ARA & DHA",87,69,1.92,3.77,6.94,0,6.9,72,97,23,10.3,2,"1 fl oz"
3855,"INF FORMULA, ABBOTT NUTR, SIMILAC, LO IRON, RTF",87.79,65,1.36,3.55,6.93,0,6.93,51,69,16,5.9,2,"1 fl oz"
3946,"INF FORMULA, ABB NUTR, SIMI,SENS (LACT FRE) RTF,W/ ARA & DHA",87,68,1.48,3.74,7.4,0,7.4,58,74,21,6,2,"1 fl oz"
1184,"YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR",87.43,43,3.86,0.18,7.5,0,7.5,143,177,59,1.1,2,"1 container,  (6 oz)"
1221,"YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D",87.43,43,3.86,0.18,7.5,0,7.5,143,177,59,1.1,2,"1 container,  (6 oz)"
1118,"YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ",85.23,56,5.73,0.18,7.68,0,7.68,199,255,77,0.9,2,"1 container,  (6 oz)"
14083,"BEVERAGES,CHOC MALT,PDR,PREP W/ FAT FREE MILK",86.95,49,3.25,0.17,8.64,0,7.77,234,158,77,3.3,2,"1 serving"
3839,"INF FORMULA, ABB NUT,SIMI,NAT CA,AD,RTF,W/ ARA & DHA",85.07,78,2.12,4.24,8.2,0,8.2,163,101,34,28.9,2,"1 fl oz"
3840,"INF FORMULA, AB NUT, SIM, SP CA, ADV 24,W/ IR, RT,W/ AR & DH",85.61,71,1.8,3.26,8.73,0,8.3,141,101,34,29.1,2,"1 fl oz"
43528,"BEVERAGES,ABBOTT,ENSURE PLUS,RTD",69.84,141,5.16,4.52,19.88,0,8.33,79,175,95,11.9,2,"1 cup"
1292,"MILK,CHOC,FAT FREE,W/ ADDED VIT A & VITAMIN D",82.34,67,3.39,0,13.46,0,9.32,127,182,110,1,2,""
3801,"INF FORMULA,NES,G START SUPR,W/ IRON,LIQ CONC,NOT RECON",75.8,127,2.79,6.5,14.2,0,9.7,81,137,34,11,2,"1 fl oz"
14062,"BEVERAGES,ABBOTT,ENSURE,NUTRITIONAL SHAKE,RTD",76.2,105,3.8,2.53,16.88,0,9.7,127,156,84,12.7,2,"8 fl oz"
3860,"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF (FORMERLY ROSS)",80.47,99,2.86,4.77,11.15,0,10.5,93,125,36,9.5,2,"1 fl oz"
3966,"INF FORMULA,NESTLE,GOOD START SOY,W/ DHA & ARA,LIQ CONC",74.2,132,3.31,6.67,14.71,0,11.74,139,154,53,15.9,2,"1 fl oz"
3901,"INF FORMULA, NE,GOO STAR 2 ESSENT,W/ IRON,LIQ CONC,NOT RECON",74.2,125,3.25,5.13,16.5,0,11.9,150,169,49,11,2,"1 fl oz"
3830,"INF FORMU, ME JOH, ENF, LAC, LI, W/ IR,LI CO,N RE,W/ AR & DH",75.47,132,2.68,7.11,14.42,0,13.96,104,140,38,15.3,2,"1 fl oz"
3818,"INF FORM,ME JOHNS,ENFAM,LIP,LO IRON,LIQ CONC,W/ ARA & DHA",75.32,131,2.76,7.16,14.24,0,14.24,102,142,39,15.8,2,"1 fl oz"
43261,"YOGURT,FRUIT VAR,NON-FAT",75.4,95,4.4,0.2,19,0,19,152,194,58,0.7,2,"1 container,  (6 oz)"
1218,"YOGURT,FRUIT VAR,NONFAT,FORT W/ VITAMIN D",75.4,95,4.4,0.2,19,0,19,152,194,58,0.7,2,"1 container,  (6 oz)"
42135,"WHIPPED TOPPING,FRZ,LOFAT",59.7,224,3,13.1,23.6,0,23.6,71,101,72,0,2,"1 cup"
19293,"FROZEN YOGURTS,VANILLA,SOFT-SERVE",65.3,159,4,5.6,24.2,0,24,143,211,87,0.8,2,".5 cup"
3821,"INF FORMULA. MEAD JOHNSON, PREGESTIMIL, W/IRON, PDR,NO RECON",2,519,14,28,52.8,0,51,580,550,240,60,2,"1 scoop"
8562,"CEREALS,KASHI GO LN HOT CRL,CREAMY TRULY VANILLA,DRY",6.98,360,22.29,5.3,61.09,18.5,14.8,95,661,274,0,1,"1 packet,  (1 NLEA serving)"
8686,"CEREALS,QUAKER,WT CONTROL INST OATMEAL,MAPLE & BROWN SUGAR",9.02,361,16.37,6.2,64.25,13,1.25,268,330,642,0.1,1,"1 packet,  (1 NLEA serving)"
8694,"CEREALS,QUAKER,INST OATMEAL,WEIGHT CONTROL,CINN",9.09,361,16.5,6.28,64.21,13,1.27,245,334,618,0.1,1,"1 packet,  (1 NLEA serving)"
8687,"CEREALS,QUAKER,WEIGHT CONTROL INST OATMEAL,BANANA BREAD",9.04,361,16.5,6.16,64.42,12.6,1.29,243,327,619,0.1,1,"1 packet,  (1 NLEA serving)"
8658,"CEREALS RTE,KELLOGG'S KRAVE DOUBLE CHOC CRL",3.5,397,7.1,11.2,75.9,10.6,36.3,67,275,320,50,1,".75 cup,  (1 NLEA serving)"
16606,"MORNINGSTAR FARMS MEDITERRANEAN CHICKPEA,FRZ,UNPREP",56.4,200,15.5,6.5,19.8,10.1,1.1,94,261,357,0,1,"1 Burger"
16610,"MORNINGSTAR FARMS RSTD GARLIC & QUINOA BURGER,FRZ,UNPREP",58.1,192,10.7,12.1,17.8,10.1,2.1,66,553,522,0,1,"1 burger"
8652,"CEREALS RTE,KELLOGG'S KRAVE CHOC CRL",3.5,397,7,11.1,76.1,9.9,35.7,61,222,320,48,1,".75 cup,  (1 NLEA serving)"
28286,"BREAD,PARATHA,WHL WHEAT,COMMLY PREP,FRZ",33.5,326,6.36,13.2,45.35,9.6,4.15,25,139,452,0,1,"1 piece"
8220,"CEREALS RTE,QUAKER,LOFAT 100% NAT GRANOLA W/ RAISINS",3.4,388,8.42,5.52,80.57,9.6,25.65,65,431,234,0.4,1,".666 cup,  (1 NLEA serving)"
8691,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,SMMR BERRY,DRY",7.57,353,11.31,4.4,72.58,8.5,20.43,124,445,354,9.4,1,"1 package,  (1 NLEA serving)"
8689,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,BLUEBERRY HAZELNUT,DRY",7.47,386,9.81,9.8,69.47,7.7,18.71,64,317,337,2.8,1,"1 package,  (1 NLEA serving)"
16592,"MORNINGSTAR FARMS CALIFORNIA TURK'Y BURGER,FRZ,UNPREP",62.6,155,14.9,7.7,12.6,7.6,1.8,80,531,690,0,1,"1 burger"
8693,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,CHERRY PISTACHIO,DRY",6.59,394,12.02,11.02,66.73,7.1,26.34,132,501,181,0.7,1,"1 package,  (1 NLEA serving)"
16616,"MORNINGSTAR FARMS GARDEN VEGGIE NUGGETS,FRZ,UNPREP",58.7,197,9.6,12.2,16.9,6.9,3.5,74,528,420,0,1,"5 nuggets"
22979,"KASHI BLACK BEAN MANGO,FRZ,UNPREP",75,115,3,3,18,6,3,29,127,134,21,1,"1 entree"
16607,"MORNINGSTAR FARMS BUFFALO CHIK PATTIES,FRZ,UNPREP",48.8,255,12.1,12.8,25.2,5.1,3,57,220,757,0,1,"1 patty"
19086,"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",2.67,529,18.3,29.8,46.88,5,38.3,110,505,250,0.3,1,"1 cup, chips"
18376,"BREAD CRUMBS,DRY,GRATED,SEASONED",6.35,383,14.13,5.48,68.49,4.9,5.74,182,231,1336,2.7,1,"1 oz"
28287,"BREAD,NAAN,WHL WHEAT,COMMLY PREP,REFR",34.9,286,10.2,6.7,46.21,4.8,3.4,59,185,467,0,1,"1 piece"
14317,"BEVERAGES,MALTED DRK MIX,CHOC,PDR",1.3,411,5.1,4.76,86.94,4.8,66.67,60,618,190,1.5,1,"1 serving,  (3 heaping tsp or 1 envelope)"
18021,"BREAD,BOSTON BROWN,CANNED",47.2,195,5.2,1.5,43.3,4.7,2.42,70,318,631,0,1,"1 oz"
8449,"CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY",6.8,360,8.8,4.67,74.18,4.3,2.02,418,134,1518,0,1,"1 packet,  (1 NLEA serving)"
8450,"CEREALS,QUAKER,INST GRITS,HAM 'N' CHS FLAVOR,DRY",6.82,355,10.73,4.68,71.08,4.2,2.69,409,210,1930,0,1,"1 packet,  (1 NLEA serving)"
36007,"T.G.I. FRIDAY'S,FRENCH FR",42.23,296,3.74,14.82,36.9,4.1,0,19,604,409,1.1,1,"1 serving"
36002,"APPLEBEE'S,FRENCH FR",41.29,290,3.31,13.17,39.5,3.9,0,19,538,618,0.7,1,"1 serving"
36014,"RESTAURANT,FAMILY STYLE,FRENCH FR",43.19,289,3.49,14.04,37.2,3.9,0.28,17,545,357,1.1,1,"1 serving"
19071,"CANDIES,CAROB,UNSWTND",1.54,540,8.15,31.36,56.29,3.8,34.11,303,633,107,0.5,1,"1 oz"
19434,"CHEESE PUFFS & TWISTS,CORN BSD,BKD,LOFAT",3,432,8.5,12.1,72.35,3.6,7.29,357,286,847,21.4,1,"1 oz"
16504,"LOMA LINDA TENDER ROUNDS W/ GRAVY,CND,UNPREP",69.1,145,16.3,5.6,7.4,3.5,1,14,95,443,0,1,"6 pieces"
16505,"LOMA LINDA SWISS STAKE W/ GRAVY,CND,UNPREP",70.9,138,10.2,6.2,10.4,3.2,0.9,35,226,471,0,1,"1 piece"
18081,"BREAD STUFFING,BREAD,DRY MIX",4.2,386,11,3.4,76.2,3.2,8.27,97,246,1405,0,1,"1 oz"
22993,"KASHI SPICY BLACK BEAN ENCHILADA,FRZ,UNPREP",75.5,103,3,2.8,17.7,3.1,1,51,175,237,8,1,"1 entree"
16611,"MORNINGSTAR FARMS PARMESAN GARLIC WINGS,FRZ,UNPREP",50.4,227,14.2,8.6,24.1,3.1,1.3,82,243,616,0,1,"5 Wings"
25068,"SNACK,BALANCE,ORIGINAL BAR",7.76,415,28,12,48.73,3.1,34.89,543,678,253,11.2,1,""
6404,"SOUP,BEAN W/ PORK,CND,PREP W/ EQ VOLUME H2O",85.35,63,2.88,2.16,8.31,2.9,1.47,31,147,349,0.6,1,"1 serving, 1 cup"
18070,"BREAD,WHITE,COMMLY PREP,TSTD",30.4,290,9,4,54.5,2.9,6.2,119,131,537,0,1,"1 oz"
32010,"PASTA MIX,ITALIAN LASAGNA,UNPREP",7.94,356,10.9,1.97,73.77,2.8,11.27,52,277,1850,0.9,1,"1 package"
19348,"SYRUPS,CHOC,FUDGE-TYPE",21.8,350,4.6,8.9,62.9,2.8,34.82,49,284,346,0.2,1,"1 cup"
32008,"PASTA MIX,CLASSIC CHEESEBURGER MACARONI,UNPREP",9.06,349,11.6,1.88,71.51,2.7,4.97,28,204,2152,2.3,1,"1 package"
16549,"MORNINGSTAR FARMS GRILLERS PRIME,FRZ,UNPREP",54.3,238,24,13.2,5.9,2.6,0.3,58,224,501,0,1,"1 burger"
